year,ward_id,ward_name,source_rows,source_districts,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,literacy_rate,work_participation_rate,non_worker_rate,sc_share,st_share,female_share,child_share,main_worker_share,marginal_worker_share,agri_main_worker_share,hh_industry_main_worker_share,other_main_worker_share
2011,72,GHMC (M Corp.) (Part) WARD NO.-0072,1,536,8257,40889,20907,19982,5316,2823,2493,541,278,263,706,385,321,29435,15464,13971,11454,5443,6011,12484,9537,2947,9955,8080,1875,154,73,81,95,50,45,216,150,66,9490,7807,1683,2529,1457,1072,82,50,32,38,30,8,57,28,29,2352,1349,1003,2393,1382,1011,82,50,32,37,29,8,51,25,26,2223,1278,945,136,75,61,0,0,0,1,1,0,6,3,3,129,71,58,28405,11370,17035,0.8274534056728418,0.305314387732642,0.6946856122673579,0.013230942307221992,0.01726625742864829,0.48868888943236566,0.13001051627577098,0.24346401232605347,0.06185037540658857,0.009542943244600702,0.02169763937719739,0.9532898041185334
2011,73,GHMC (M Corp.) (Part) WARD NO.-0073,1,536,7067,31635,15838,15797,3557,1864,1693,1490,746,744,166,74,92,25806,13082,12724,5829,2756,3073,10905,7961,2944,9440,7198,2242,58,39,19,56,28,28,95,66,29,9231,7065,2166,1465,763,702,41,19,22,11,5,6,24,8,16,1389,731,658,1409,742,667,40,18,22,10,4,6,21,8,13,1338,712,626,56,21,35,1,1,0,1,1,0,3,0,3,51,19,32,20730,7877,12853,0.9190825557375881,0.34471313418681837,0.6552868658131816,0.047099731310257624,0.005247352615773668,0.49935198356250987,0.11243875454401771,0.29840366682471947,0.04630946736209894,0.005932203389830509,0.010063559322033898,0.9778601694915254
2011,74,GHMC (M Corp.) (Part) WARD NO.-0074,1,536,5756,25847,12921,12926,2859,1474,1385,2847,1367,1480,172,86,86,19702,10141,9561,6145,2780,3365,9033,6631,2402,7197,5481,1716,59,32,27,54,30,24,108,73,35,6976,5346,1630,1836,1150,686,34,16,18,7,3,4,23,11,12,1772,1120,652,1697,1052,645,34,16,18,7,3,4,19,11,8,1637,1022,615,139,98,41,0,0,0,0,0,0,4,0,4,135,98,37,16814,6290,10524,0.857055855228815,0.3494796301311564,0.6505203698688435,0.11014817967268929,0.006654544047665106,0.5000967230239486,0.11061245018764267,0.2784462413432894,0.07103338878786707,0.007503126302626094,0.015006252605252188,0.9692927608725858
2011,75,GHMC (M Corp.) (Part) WARD NO.-0075,1,536,7288,34868,17851,17017,4522,2370,2152,3185,1627,1558,39,21,18,24734,13148,11586,10134,4703,5431,11255,8906,2349,9422,7838,1584,109,83,26,138,93,45,189,130,59,8986,7532,1454,1833,1068,765,65,24,41,34,22,12,146,33,113,1588,989,599,1695,968,727,65,24,41,32,20,12,139,31,108,1459,893,566,138,100,38,0,0,0,2,2,0,7,2,5,129,96,33,23613,8945,14668,0.8150662360772425,0.3227888034874383,0.6772111965125617,0.09134449925433062,0.0011185040725020076,0.4880406103017093,0.12968911322702764,0.270219112079844,0.052569691407594356,0.014646571853109743,0.020059435364041606,0.9537253237104649
2011,76,GHMC (M Corp.) (Part) WARD NO.-0076,1,536,5604,27280,13864,13416,3193,1654,1539,1194,569,625,42,25,17,21531,11150,10381,5749,2714,3035,8642,6720,1922,7913,6293,1620,41,28,13,85,39,46,199,147,52,7588,6079,1509,729,427,302,32,15,17,4,3,1,24,11,13,669,398,271,656,383,273,32,15,17,4,3,1,22,10,12,598,355,243,73,44,29,0,0,0,0,0,0,2,1,1,71,43,28,18638,7144,11494,0.8938846680782164,0.3167888563049853,0.6832111436950147,0.0437683284457478,0.0015395894428152494,0.4917888563049853,0.11704545454545455,0.29006598240469206,0.026722873900293254,0.010741817262732213,0.025148489826867182,0.9589283457601415
2011,77,GHMC (M Corp.) (Part) WARD NO.-0077,1,536,8247,40798,20788,20010,4922,2542,2380,3055,1491,1564,196,94,102,28625,15110,13515,12173,5678,6495,15783,11380,4403,11745,9380,2365,93,63,30,106,68,38,605,396,209,10941,8853,2088,4038,2000,2038,89,39,50,29,15,14,124,52,72,3796,1894,1902,3872,1892,1980,87,38,49,26,13,13,106,40,66,3653,1801,1852,166,108,58,2,1,1,3,2,1,18,12,6,143,93,50,25015,9408,15607,0.7978871669082395,0.38685719888229814,0.6131428011177018,0.074881121623609,0.004804157066522869,0.4904652188832786,0.12064316878278347,0.2878817589097505,0.09897543997254768,0.009025117071094083,0.05151128139633887,0.9315453384418901
2011,78,GHMC (M Corp.) (Part) WARD NO.-0078,1,536,4949,22309,11134,11175,1926,1017,909,2848,1356,1492,99,50,49,17914,9185,8729,4395,1949,2446,8397,6261,2136,7472,5858,1614,29,21,8,36,26,10,183,128,55,7224,5683,1541,925,403,522,29,11,18,13,2,11,152,11,141,731,379,352,870,387,483,29,11,18,11,2,9,148,11,137,682,363,319,55,16,39,0,0,0,2,0,2,4,0,4,49,16,33,13912,4873,9039,0.8788696462738557,0.37639517683446144,0.6236048231655386,0.12766148191312923,0.004437670895154422,0.5009189116500067,0.08633287014209512,0.33493209018781656,0.04146308664664485,0.004817987152034261,0.024491434689507496,0.9668094218415417
2011,79,GHMC (M Corp.) (Part) WARD NO.-0079,1,536,6830,31267,15861,15406,2940,1531,1409,903,418,485,84,40,44,25753,13462,12291,5514,2399,3115,10725,8368,2357,9436,7624,1812,84,67,17,59,27,32,312,238,74,8981,7292,1689,1289,744,545,27,14,13,54,11,43,44,19,25,1164,700,464,1231,712,519,27,14,13,54,11,43,34,12,22,1116,675,441,58,32,26,0,0,0,0,0,0,10,7,3,48,25,23,20542,7493,13049,0.9091326296466269,0.34301340071001374,0.6569865992899863,0.028880289122717243,0.0026865385230434645,0.4927239581667573,0.09402884830652125,0.3017878274218825,0.041225573288131256,0.006252649427723612,0.03306485799067401,0.951780415430267
2011,80,GHMC (M Corp.) (Part) WARD NO.-0080,1,536,8921,40354,20406,19948,3703,1985,1718,2268,1163,1105,336,161,175,33136,17170,15966,7218,3236,3982,16205,11285,4920,11694,8946,2748,96,64,32,138,91,47,333,185,148,11127,8606,2521,4511,2339,2172,162,76,86,75,44,31,126,42,84,4148,2177,1971,4388,2261,2127,162,76,86,72,42,30,106,34,72,4048,2109,1939,123,78,45,0,0,0,3,2,1,20,8,12,100,68,32,24149,9121,15028,0.9040953862104717,0.40157109580215095,0.598428904197849,0.05620260692868117,0.008326312137582396,0.4943252217871834,0.09176289834960599,0.2897853992169302,0.11178569658522079,0.011800923550538737,0.028476141611082608,0.9515135967162648
2011,81,GHMC (M Corp.) (Part) WARD NO.-0081,1,536,6911,30388,15225,15163,2692,1343,1349,2206,1107,1099,157,81,76,25098,12953,12145,5290,2272,3018,12985,8923,4062,10242,7597,2645,101,49,52,117,72,45,346,220,126,9678,7256,2422,2743,1326,1417,61,25,36,50,28,22,117,16,101,2515,1257,1258,2599,1218,1381,61,25,36,47,25,22,112,15,97,2379,1153,1226,144,108,36,0,0,0,3,3,0,5,1,4,136,104,32,17403,6302,11101,0.9061958405545927,0.42730683164407,0.57269316835593,0.07259444517572726,0.00516651309727524,0.49897986047123866,0.08858760036856654,0.3370409372120574,0.09026589443201263,0.011423550087873463,0.03378246436242921,0.9449326303456356
2011,82,GHMC (M Corp.) (Part) WARD NO.-0082,1,536,8213,37320,19029,18291,3896,2078,1818,2618,1310,1308,133,65,68,28434,15038,13396,8886,3991,4895,13203,9985,3218,10499,8289,2210,102,66,36,152,92,60,440,344,96,9805,7787,2018,2704,1696,1008,85,43,42,46,29,17,78,39,39,2495,1585,910,2597,1640,957,84,42,42,44,27,17,65,34,31,2404,1537,867,107,56,51,1,1,0,2,2,0,13,5,8,91,48,43,24117,9044,15073,0.8507060794638583,0.3537781350482315,0.6462218649517685,0.07015005359056806,0.0035637727759914254,0.49011254019292605,0.10439442658092175,0.2813236870310825,0.07245444801714898,0.014477569292313554,0.041908753214591865,0.933898466520621
2011,83,GHMC (M Corp.) (Part) WARD NO.-0083,1,536,6110,26762,13407,13355,3254,1714,1540,1553,738,815,285,158,127,19044,10122,8922,7718,3285,4433,9869,7353,2516,8165,6498,1667,177,136,41,77,50,27,251,204,47,7660,6108,1552,1704,855,849,110,47,63,46,16,30,54,20,34,1494,772,722,1629,818,811,109,47,62,39,12,27,38,15,23,1443,744,699,75,37,38,1,0,1,7,4,3,16,5,11,51,28,23,16893,6054,10839,0.8101071975497703,0.3687691502877214,0.6312308497122786,0.058030042597713175,0.010649428293849489,0.4990284732082804,0.12159031462521486,0.3050967790150213,0.0636723712727001,0.009430496019595835,0.030740967544396817,0.9381506429883649
2011,84,GHMC (M Corp.) (Part) WARD NO.-0084,1,536,9426,41720,21375,20345,5589,2893,2696,2483,1265,1218,580,309,271,29267,16058,13209,12453,5317,7136,13520,10987,2533,10699,9198,1501,72,53,19,73,42,31,346,250,96,10208,8853,1355,2821,1789,1032,89,44,45,16,9,7,73,24,49,2643,1712,931,2565,1592,973,88,43,45,15,8,7,61,21,40,2401,1520,881,256,197,59,1,1,0,1,1,0,12,3,9,242,192,50,28200,10388,17812,0.8100246325869752,0.32406519654841803,0.675934803451582,0.05951581975071908,0.013902205177372963,0.48765580057526364,0.13396452540747844,0.25644774688398847,0.06761744966442954,0.00682306757640901,0.03233947097859613,0.9541078605477148
2011,85,GHMC (M Corp.) (Part) WARD NO.-0085,1,536,5764,24826,12566,12260,2771,1447,1324,1905,941,964,635,318,317,18961,10026,8935,5865,2540,3325,9407,6998,2409,7753,6072,1681,98,63,35,124,101,23,333,241,92,7198,5667,1531,1654,926,728,104,40,64,41,32,9,61,33,28,1448,821,627,1594,891,703,104,40,64,39,30,9,55,31,24,1396,790,606,60,35,25,0,0,0,2,2,0,6,2,4,52,31,21,15419,5568,9851,0.8597143504874178,0.3789172641585435,0.6210827358414566,0.07673406912108273,0.02557802304036091,0.49383710625956656,0.11161685329896076,0.3122935631998711,0.06662370095867236,0.0159938088481878,0.04295111569714949,0.9284148071714176
2011,86,GHMC (M Corp.) (Part) WARD NO.-0086,1,536,6802,27719,13980,13739,2426,1280,1146,1471,712,759,233,113,120,22264,11633,10631,5455,2347,3108,12134,8022,4112,8506,6242,2264,132,73,59,99,68,31,275,192,83,8000,5909,2091,3628,1780,1848,211,85,126,50,15,35,241,24,217,3126,1656,1470,3578,1751,1827,210,84,126,48,14,34,235,21,214,3085,1632,1453,50,29,21,1,1,0,2,1,1,6,3,3,41,24,17,15585,5958,9627,0.8802435456450401,0.43775027959161583,0.5622497204083842,0.0530682925069447,0.008405786644539847,0.4956528013276092,0.087521194848299,0.3068653270319997,0.13088495255961616,0.011638843169527393,0.03233011991535387,0.9405125793557488
2011,87,GHMC (M Corp.) (Part) WARD NO.-0087,1,536,8066,32531,16412,16119,2798,1469,1329,2829,1419,1410,146,78,68,26976,14093,12883,5555,2319,3236,13175,9487,3688,10750,8168,2582,92,54,38,90,66,24,107,72,35,10461,7976,2485,2425,1319,1106,131,64,67,32,21,11,52,18,34,2210,1216,994,2337,1268,1069,130,63,67,31,20,11,43,15,28,2133,1170,963,88,51,37,1,1,0,1,1,0,9,3,6,77,46,31,19356,6925,12431,0.9072747452325699,0.40499830930497066,0.5950016906950294,0.08696320432817928,0.004488026805201193,0.49549660323998646,0.08601026712981463,0.3304540284651563,0.07454428083981433,0.008372093023255815,0.009953488372093023,0.9731162790697674
2011,88,GHMC (M Corp.) (Part) WARD NO.-0088,1,536,9009,36526,18482,18044,3163,1671,1492,4266,2135,2131,615,313,302,29288,15420,13868,7238,3062,4176,15799,10694,5105,11879,8600,3279,245,176,69,133,71,62,467,281,186,11034,8072,2962,3920,2094,1826,144,78,66,80,48,32,182,55,127,3514,1913,1601,3764,2003,1761,139,76,63,73,45,28,167,46,121,3385,1836,1549,156,91,65,5,2,3,7,3,4,15,9,6,129,77,52,20727,7788,12939,0.8778587057518809,0.43254120352625525,0.5674587964737448,0.11679351694683239,0.01683732136012703,0.49400427093029625,0.08659584953184034,0.32522039095438865,0.10732081257186661,0.011196228638774307,0.0393130734910346,0.9288660661671858
2011,89,GHMC (M Corp.) (Part) WARD NO.-0089,1,536,8513,34664,17535,17129,3479,1841,1638,2658,1327,1331,156,80,76,27695,14500,13195,6969,3035,3934,14073,10073,4000,11030,8362,2668,86,43,43,107,67,40,243,141,102,10594,8111,2483,3043,1711,1332,126,49,77,27,14,13,42,18,24,2848,1630,1218,2936,1641,1295,125,49,76,24,12,12,34,14,20,2753,1566,1187,107,70,37,1,0,1,3,2,1,8,4,4,95,64,31,20591,7462,13129,0.8880872214205547,0.4059831525501962,0.5940168474498039,0.07667897530579275,0.004500346180475421,0.4941437802907916,0.10036348949919224,0.3181975536579737,0.08778559889222248,0.00970081595648232,0.022030825022665457,0.9604714415231188
2011,90,GHMC (M Corp.) (Part) WARD NO.-0090,1,536,8218,34899,17690,17209,3885,2050,1835,4386,2180,2206,122,61,61,27164,14242,12922,7735,3448,4287,13314,9623,3691,11044,8364,2680,88,48,40,111,67,44,140,86,54,10705,8163,2542,2270,1259,1011,68,36,32,27,5,22,123,33,90,2052,1185,867,2168,1183,985,67,35,32,27,5,22,116,29,87,1958,1114,844,102,76,26,1,1,0,0,0,0,7,4,3,94,71,23,21585,8067,13518,0.8758625137034888,0.3815009026046592,0.6184990973953408,0.12567695349436947,0.003495802171982005,0.49310868506260924,0.11132124129631221,0.3164560589128628,0.06504484369179632,0.010050706265845708,0.012676566461427018,0.9693045997826875
2011,91,GHMC (M Corp.) (Part) WARD NO.-0091,1,536,6284,28426,14584,13842,3448,1802,1646,1148,610,538,481,244,237,21168,11358,9810,7258,3226,4032,10441,7900,2541,8184,6622,1562,84,65,19,114,65,49,386,294,92,7600,6198,1402,2257,1278,979,86,49,37,46,33,13,79,38,41,2046,1158,888,2032,1109,923,85,49,36,43,31,12,66,31,35,1838,998,840,225,169,56,1,0,1,3,2,1,13,7,6,208,160,48,17985,6684,11301,0.8474657698774922,0.3673045803137972,0.6326954196862028,0.04038556251319215,0.01692112854429044,0.4869485682122001,0.121297403785267,0.2879054386828959,0.07939914163090128,0.013929618768328446,0.04716520039100684,0.9286412512218963
2011,92,GHMC (M Corp.) (Part) WARD NO.-0092,1,536,7007,31697,16384,15313,4188,2227,1961,2295,1183,1112,145,80,65,21993,11783,10210,9704,4601,5103,10563,7989,2574,8432,6752,1680,66,33,33,114,71,43,96,59,37,8156,6589,1567,2131,1237,894,78,36,42,46,39,7,125,93,32,1882,1069,813,1849,1009,840,78,36,42,24,17,7,57,28,29,1690,928,762,282,228,54,0,0,0,22,22,0,68,65,3,192,141,51,21134,8395,12739,0.7994838053000836,0.33324920339464303,0.666750796605357,0.07240432848534561,0.004574565416285453,0.4831056566867527,0.13212606871312743,0.2660188661387513,0.06723033725589173,0.013519924098671726,0.011385199240986717,0.9672675521821632
2011,93,GHMC (M Corp.) (Part) WARD NO.-0093,1,536,6569,26593,13166,13427,2504,1274,1230,2440,1225,1215,199,102,97,21368,10995,10373,5225,2171,3054,11595,7606,3989,8448,6064,2384,151,104,47,117,49,68,128,70,58,8052,5841,2211,3147,1542,1605,118,61,57,51,23,28,32,8,24,2946,1450,1496,3082,1515,1567,118,61,57,50,22,28,28,7,21,2886,1425,1461,65,27,38,0,0,0,1,1,0,4,1,3,60,25,35,14998,5560,9438,0.8870438789488978,0.4360169969540857,0.5639830030459143,0.09175346895799646,0.007483172263377581,0.504907306434024,0.09416011732410785,0.3176775843267025,0.11833941262738315,0.013849431818181818,0.015151515151515152,0.953125
2011,94,GHMC (M Corp.) (Part) WARD NO.-0094,1,536,7072,28887,14539,14348,3096,1624,1472,4136,2075,2061,300,154,146,20933,11266,9667,7954,3273,4681,11115,8139,2976,9021,6996,2025,131,80,51,127,92,35,244,167,77,8519,6657,1862,2094,1143,951,153,71,82,20,11,9,35,15,20,1886,1046,840,1859,992,867,151,71,80,18,10,8,29,11,18,1661,900,761,235,151,84,2,0,2,2,1,1,6,4,2,225,146,79,17772,6400,11372,0.81163971928192,0.38477515837573995,0.61522484162426,0.1431785924464292,0.010385294423096894,0.4966940146086475,0.10717623844635996,0.31228580330252365,0.07248935507321633,0.014078261833499611,0.027047999113180357,0.9443520673982929
2011,95,GHMC (M Corp.) (Part) WARD NO.-0095,1,536,7948,32690,16413,16277,3022,1585,1437,3665,1753,1912,343,173,170,25339,13336,12003,7351,3077,4274,14239,9269,4970,10247,7277,2970,110,63,47,199,116,83,317,218,99,9621,6880,2741,3992,1992,2000,125,51,74,135,53,82,205,75,130,3527,1813,1714,3795,1904,1891,124,50,74,124,49,75,170,60,110,3377,1745,1632,197,88,109,1,1,0,11,4,7,35,15,20,150,68,82,18451,7144,11307,0.8540852096534988,0.4355766289385133,0.5644233710614867,0.11211379626797185,0.010492505353319057,0.4979198531661058,0.09244417252982563,0.31345977363107985,0.12211685530743346,0.01942031814189519,0.030935883673270225,0.9389089489606715
2011,96,GHMC (M Corp.) (Part) WARD NO.-0096,1,536,6237,28768,14846,13922,3523,1820,1703,1711,860,851,349,181,168,20371,11085,9286,8397,3761,4636,11292,8291,3001,8288,6567,1721,40,28,12,185,142,43,424,226,198,7639,6171,1468,3004,1724,1280,56,25,31,46,22,24,146,59,87,2756,1618,1138,2899,1667,1232,55,25,30,43,19,24,133,52,81,2668,1571,1097,105,57,48,1,0,1,3,3,0,13,7,6,88,47,41,17476,6555,10921,0.8069320657555952,0.3925194660734149,0.6074805339265851,0.059475806451612906,0.012131535038932146,0.483940489432703,0.12246245828698554,0.28809788654060065,0.10442157953281424,0.022321428571428572,0.05115830115830116,0.9216940154440154
2011,97,GHMC (M Corp.) (Part) WARD NO.-0097,1,536,8746,35780,18227,17553,3654,1885,1769,4112,2056,2056,266,141,125,28923,15201,13722,6857,3026,3831,13886,10027,3859,12144,9065,3079,152,105,47,78,52,26,255,83,172,11659,8825,2834,1742,962,780,79,40,39,22,11,11,76,27,49,1565,884,681,1605,873,732,78,39,39,18,9,9,65,20,45,1444,805,639,137,89,48,1,1,0,4,2,2,11,7,4,121,79,42,21894,8200,13694,0.9002988233829298,0.3880939072107322,0.6119060927892678,0.11492453884851872,0.007434320849636669,0.49058133035215207,0.10212409167132476,0.3394074902179989,0.04868641699273337,0.006422924901185771,0.02099802371541502,0.960062582345191
2011,98,GHMC (M Corp.) (Part) WARD NO.-0098,1,536,6679,26569,13395,13174,2563,1311,1252,1814,917,897,165,85,80,21316,11062,10254,5253,2333,2920,11062,7588,3474,8628,6236,2392,110,71,39,88,67,21,230,133,97,8200,5965,2235,2434,1352,1082,85,42,43,15,10,5,93,36,57,2241,1264,977,2330,1294,1036,84,41,43,13,8,5,85,32,53,2148,1213,935,104,58,46,1,1,0,2,2,0,8,4,4,93,51,42,15507,5807,9700,0.8879446804965425,0.41634988144077684,0.5836501185592231,0.06827505739771915,0.00621024502239452,0.4958410177274267,0.09646580601452821,0.32473935789830255,0.09161052354247431,0.010199350950394067,0.026657394529439035,0.9503940658321743
2011,99,GHMC (M Corp.) (Part) WARD NO.-0099,1,536,5459,20958,10508,10450,1773,920,853,625,326,299,159,88,71,17371,8927,8444,3587,1581,2006,8759,6090,2669,6808,5259,1549,65,47,18,53,40,13,73,46,27,6617,5126,1491,1951,831,1120,87,42,45,27,19,8,97,14,83,1740,756,984,1908,816,1092,86,42,44,27,19,8,93,13,80,1702,742,960,43,15,28,1,0,1,0,0,0,4,1,3,38,14,24,12199,4418,7781,0.9054469637737816,0.41793110029582975,0.5820688997041702,0.029821547857620003,0.0075866017749785285,0.49861628017940646,0.08459776696249642,0.32484015650348314,0.0930909437923466,0.007784958871915394,0.01072267920094007,0.9719447708578144
2011,100,GHMC (M Corp.) (Part) WARD NO.-0100,1,536,9363,38112,19268,18844,4083,2121,1962,2992,1487,1505,1978,1025,953,29298,15526,13772,8814,3742,5072,16084,11103,4981,11718,8759,2959,238,121,117,175,115,60,270,167,103,11035,8356,2679,4366,2344,2022,142,71,71,78,49,29,124,43,81,4022,2181,1841,4256,2278,1978,138,67,71,78,49,29,118,40,78,3922,2122,1800,110,66,44,4,4,0,0,0,0,6,3,3,100,59,41,22028,8165,13863,0.8609715242881072,0.4220193115029387,0.5779806884970613,0.0785054575986566,0.05189966414777498,0.4944374475230898,0.1071316120906801,0.30746221662468515,0.11455709487825357,0.014934289127837515,0.02304147465437788,0.9417136030039256
2011,101,GHMC (M Corp.) (Part) WARD NO.-0101,1,537,6733,28195,14314,13881,3213,1647,1566,1419,710,709,127,67,60,22698,11911,10787,5497,2403,3094,10095,7705,2390,8912,7053,1859,51,33,18,98,67,31,144,96,48,8619,6857,1762,1183,652,531,17,9,8,18,6,12,28,11,17,1120,626,494,1135,617,518,17,9,8,18,6,12,24,11,13,1076,591,485,48,35,13,0,0,0,0,0,0,4,0,4,44,35,9,18100,6609,11491,0.9085741734048515,0.3580422060649051,0.6419577939350949,0.05032807235325412,0.004504344741975527,0.49232133356978186,0.11395637524383756,0.31608441212981025,0.04195779393509488,0.01099640933572711,0.01615798922800718,0.9671229802513465
2011,102,GHMC (M Corp.) (Part) WARD NO.-0102,1,536,9772,42054,21324,20730,5291,2688,2603,2304,1147,1157,352,198,154,30118,16065,14053,11936,5259,6677,16077,11475,4602,12235,9379,2856,188,128,60,226,136,90,516,388,128,11305,8727,2578,3842,2096,1746,137,73,64,44,26,18,141,76,65,3520,1921,1599,3583,1923,1660,135,71,64,43,26,17,122,65,57,3283,1761,1522,259,173,86,2,2,0,1,0,1,19,11,8,237,160,77,25977,9849,16128,0.8192476130892473,0.3822941931801969,0.6177058068198031,0.054786702810671994,0.008370190707185999,0.4929376515908118,0.12581442906738954,0.29093546392733155,0.09135872925286537,0.018471597874948918,0.042174090723334695,0.9239885574172456
2011,103,GHMC (M Corp.) (Part) WARD NO.-0103,1,536,13470,54039,27560,26479,5996,3091,2905,2351,1185,1166,772,391,381,42520,22481,20039,11519,5079,6440,22817,15782,7035,16965,12717,4248,266,168,98,234,154,80,646,383,263,15819,12012,3807,5852,3065,2787,213,90,123,173,84,89,464,153,311,5002,2738,2264,5499,2832,2667,211,89,122,143,72,71,409,128,281,4736,2543,2193,353,233,120,2,1,1,30,12,18,55,25,30,266,195,71,31222,11778,19444,0.8850404845659097,0.42223209163752107,0.5777679083624789,0.043505616314143486,0.014285978645052648,0.4899979644330946,0.11095690149706694,0.31393993227113753,0.10829215936638353,0.013793103448275862,0.03807839669908635,0.9324491600353669
2011,104,GHMC (M Corp.) (Part) WARD NO.-0104,1,536,7774,30701,15341,15360,2890,1519,1371,1588,801,787,165,85,80,25079,12845,12234,5622,2496,3126,12261,8579,3682,10289,7524,2765,121,63,58,94,57,37,309,80,229,9765,7324,2441,1972,1055,917,120,62,58,28,17,11,79,20,59,1745,956,789,1899,1017,882,118,60,58,25,15,10,70,17,53,1686,925,761,73,38,35,2,2,0,3,2,1,9,3,6,59,31,28,18440,6762,11678,0.901765488475783,0.3993680987589981,0.600631901241002,0.05172469952118824,0.005374417771408097,0.5003094361747175,0.09413374157193577,0.3351356633334419,0.06423243542555616,0.009135970453882787,0.030032073087763633,0.9490718242783556
2011,105,GHMC (M Corp.) (Part) WARD NO.-0105,1,536,15740,69177,35124,34053,8634,4502,4132,5535,2803,2732,1684,863,821,48276,25797,22479,20901,9327,11574,28067,19186,8881,20868,15182,5686,345,191,154,372,220,152,962,628,334,19189,14143,5046,7199,4004,3195,312,132,180,77,45,32,402,126,276,6408,3701,2707,6872,3794,3078,310,130,180,76,44,32,365,111,254,6121,3509,2612,327,210,117,2,2,0,1,1,0,37,15,22,287,192,95,41110,15938,25172,0.7973836777166642,0.4057273371207193,0.5942726628792807,0.08001214276421353,0.024343351113809503,0.4922589878138688,0.12481026930916345,0.30166095667635195,0.10406638044436735,0.017826336975273145,0.04609929078014184,0.9195418823078397
2011,106,GHMC (M Corp.) (Part) WARD NO.-0106,1,536,10566,43270,22667,20603,4904,2539,2365,2870,1461,1409,608,318,290,33210,18228,14982,10060,4439,5621,18232,13239,4993,13525,10579,2946,222,143,79,184,118,66,544,344,200,12575,9974,2601,4707,2660,2047,225,104,121,41,28,13,217,93,124,4224,2435,1789,4558,2572,1986,224,104,120,40,28,12,193,79,114,4101,2361,1740,149,88,61,1,0,1,1,0,1,24,14,10,123,74,49,25038,9428,15610,0.8656101756763801,0.42135428703489713,0.5786457129651028,0.0663277097296048,0.014051305754564364,0.4761497573376473,0.11333487404668362,0.31257222093829445,0.10878206609660272,0.013604436229205175,0.04022181146025878,0.9297597042513863
2011,107,GHMC (M Corp.) (Part) WARD NO.-0107,1,536,13866,60103,31403,28700,8536,4436,4100,4383,2261,2122,753,416,337,38303,21626,16677,21800,9777,12023,24786,17587,7199,18901,14202,4699,223,121,102,244,168,76,825,456,369,17609,13457,4152,5885,3385,2500,206,72,134,70,35,35,327,131,196,5282,3147,2135,5495,3158,2337,200,70,130,63,33,30,287,111,176,4945,2944,2001,390,227,163,6,2,4,7,2,5,40,20,20,337,203,134,35317,13816,21501,0.7427812360618224,0.412392060296491,0.587607939703509,0.07292481240537078,0.012528492754105452,0.4775136016505,0.14202286075570272,0.31447681480125783,0.09791524549523319,0.012909369874609809,0.043648484207184805,0.9316438283688694
2011,108,GHMC (M Corp.) (Part) WARD NO.-0108,1,536,9223,40905,21143,19762,5479,2934,2545,3230,1620,1610,719,354,365,27961,15264,12697,12944,5879,7065,14958,11277,3681,11203,9001,2202,195,110,85,250,170,80,328,234,94,10430,8487,1943,3755,2276,1479,178,73,105,181,124,57,161,83,78,3235,1996,1239,3552,2152,1400,178,73,105,175,119,56,141,77,64,3058,1883,1175,203,124,79,0,0,0,6,5,1,20,6,14,177,113,64,25947,9866,16081,0.7892790605769774,0.36567656765676565,0.6343234323432343,0.07896345190074563,0.017577313286884243,0.48311942305341643,0.1339445055616673,0.2738784989610072,0.09179806869575846,0.022315451218423637,0.029277871998571812,0.9310006248326341
