ward_id,ward_name_readme,udise2021_22_school_count,udise2021_22_student_count,udise2021_22_teacher_count,udise2021_22_classroom_count,udise2021_22_electricity_share,udise2021_22_library_share,udise2021_22_playground_share,udise2021_22_medical_checkup_share,udise2021_22_ramp_share,udise2021_22_internet_share,udise2021_22_computer_desktop_share,udise2021_22_boundary_wall_share,udise2021_22_government_school_share,udise2021_22_student_teacher_ratio,udise2021_22_data_available,udise2023_24_school_count,udise2023_24_student_count,udise2023_24_teacher_count,udise2023_24_classroom_count,udise2023_24_electricity_share,udise2023_24_drinking_water_share,udise2023_24_library_share,udise2023_24_playground_share,udise2023_24_medical_checkup_share,udise2023_24_ramp_share,udise2023_24_internet_share,udise2023_24_computer_desktop_share,udise2023_24_ict_lab_share,udise2023_24_boundary_wall_share,udise2023_24_government_school_share,udise2023_24_student_teacher_ratio,udise2023_24_data_available,udise2021_22_school_count_missing,udise2021_22_student_count_missing,udise2021_22_teacher_count_missing,udise2021_22_classroom_count_missing,udise2021_22_electricity_share_missing,udise2021_22_library_share_missing,udise2021_22_playground_share_missing,udise2021_22_medical_checkup_share_missing,udise2021_22_ramp_share_missing,udise2021_22_internet_share_missing,udise2021_22_computer_desktop_share_missing,udise2021_22_boundary_wall_share_missing,udise2021_22_government_school_share_missing,udise2021_22_student_teacher_ratio_missing,udise2023_24_school_count_missing,udise2023_24_student_count_missing,udise2023_24_teacher_count_missing,udise2023_24_classroom_count_missing,udise2023_24_electricity_share_missing,udise2023_24_drinking_water_share_missing,udise2023_24_library_share_missing,udise2023_24_playground_share_missing,udise2023_24_medical_checkup_share_missing,udise2023_24_ramp_share_missing,udise2023_24_internet_share_missing,udise2023_24_computer_desktop_share_missing,udise2023_24_ict_lab_share_missing,udise2023_24_boundary_wall_share_missing,udise2023_24_government_school_share_missing,udise2023_24_student_teacher_ratio_missing,udise_2021_2023_school_count_change,udise_2021_2023_school_count_pct_change,udise_2021_2023_student_count_change,udise_2021_2023_student_count_pct_change,udise_2021_2023_teacher_count_change,udise_2021_2023_teacher_count_pct_change,udise_2021_2023_classroom_count_change,udise_2021_2023_classroom_count_pct_change,udise_2021_2023_student_teacher_ratio_change,udise_2021_2023_student_teacher_ratio_pct_change,udise_2021_2023_internet_share_change,udise_2021_2023_internet_share_pct_change,udise_2021_2023_library_share_change,udise_2021_2023_library_share_pct_change,udise_2021_2023_playground_share_change,udise_2021_2023_playground_share_pct_change,udise_2021_2023_government_school_share_change,udise_2021_2023_government_school_share_pct_change,data_coverage_score,worldpop_status,geometry_status,worldpop_population_2015,worldpop_population_2018,worldpop_abs_growth_2015_2018,worldpop_pct_growth_2015_2018,worldpop_annualized_growth_2015_2018_pct,worldpop_data_status,worldpop_geometry_coverage_n,worldpop_geometry_coverage_total,census2011_population_verified,census2011_TOT_M,census2011_TOT_F,census2011_No_HH,census2011_P_06,census2011_P_SC,census2011_P_ST,census2011_P_LIT,census2011_P_ILL,census2011_TOT_WORK_P,census2011_MAINWORK_P,census2011_MARGWORK_P,census2011_NON_WORK_P,census2011_literacy_rate,census2011_work_participation_rate,census2011_non_worker_rate,census2011_sc_share,census2011_st_share,census2011_female_share,census2011_child_share,census2011_main_worker_share,census2011_marginal_worker_share,census2011_source_district,census2011_source_rows,census2011_sc_st_share,census2011_literacy_risk
43,Chandrayangutta,85.0,20170.0,847.0,800.0,1.0,1.152941176470588,1.4941176470588236,1.152941176470588,1.376470588235294,1.4941176470588236,0.3411764705882353,1.3529411764705883,0.3058823529411765,23.813459268004724,1,83.0,50238.0,915.0,977.0,1.0,1.4819277108433735,1.120481927710843,1.5662650602409638,1.3253012048192772,1.2771084337349397,1.2409638554216869,4.686746987951807,8.19277108433735,1.216867469879518,0.3253012048192771,54.90491803278689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-2.3529411764705883,30068.0,149.07288051561724,68.0,8.028335301062574,177.0,22.125,31.091458764782164,130.56254622593204,-0.2531537916371367,-16.943364007209937,-0.0324592487597448,-2.815343004671745,0.0721474131821402,4.828763874395213,0.0194188518781006,6.348470806302122,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,26990.07,27656.18,666.1100000000006,2.467981742915081,0.8159841691003589,observed_raster_aggregation,1,145,57542,31214,26328,8669,8773,21,3855,34916,22626,16908,11428,5480,40634,0.7159466054255778,0.2938375447499218,0.7061624552500783,0.0003649508185325,0.0669945431163324,0.45754405477738,0.1524625490945744,0.1986027597233325,0.0952347850265892,536,1,0.0673594939348649,0.28405339457442225
44,Uppuguda,33.0,8245.0,345.0,288.0,1.0,1.0303030303030305,1.5151515151515151,1.2121212121212122,1.393939393939394,1.3636363636363635,0.5757575757575758,1.303030303030303,0.2121212121212121,23.89855072463768,1,33.0,14046.0,329.0,334.0,1.0,2.212121212121212,1.0606060606060606,1.5757575757575757,1.181818181818182,1.1515151515151516,1.181818181818182,2.575757575757576,8.333333333333334,1.181818181818182,0.2121212121212121,42.69300911854104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5801.0,70.35779260157672,-16.0,-4.63768115942029,46.0,15.97222222222222,18.79445839390336,78.64267005332518,-0.1818181818181814,-13.333333333333306,0.03030303030303,2.94117647058821,0.0606060606060605,3.999999999999997,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,19823.85,20338.38,514.5300000000025,2.5955099539191555,0.8577908935683443,observed_raster_aggregation,1,145,41854,21339,20515,7013,5820,8,192,26700,15154,13723,9556,4167,28131,0.7409668646278514,0.327877861136331,0.6721221388636689,0.0001911406317197,0.0045873751612749,0.4901562574664309,0.1390548095761456,0.2283174845892865,0.0995603765470444,536,1,0.0047785157929946,0.25903313537214856
45,Jangammet,35.0,13156.0,465.0,310.0,1.0285714285714285,1.0571428571428572,1.3142857142857145,1.2285714285714286,1.3428571428571427,1.2857142857142858,0.5428571428571428,1.4857142857142858,0.4,28.29247311827957,1,37.0,23956.0,521.0,412.0,1.0810810810810811,2.2972972972972974,1.108108108108108,1.2972972972972974,1.2702702702702702,1.2702702702702702,1.2162162162162162,6.081081081081081,7.405405405405405,1.351351351351351,0.4054054054054054,45.98080614203455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.714285714285714,10800.0,82.091821222256,56.0,12.043010752688172,102.0,32.903225806451616,17.688333023754982,62.5195717242784,-0.0694980694980695,-5.405405405405412,0.0509652509652507,4.821037253469664,-0.0169884169884171,-1.2925969447708685,0.0054054054054053,1.3513513513513375,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,22766.46,23326.72,560.260000000002,2.4609008163763804,0.8136618598611145,observed_raster_aggregation,1,145,38433,19898,18535,6564,5724,0,98,25478,12955,10952,7767,3185,27481,0.778929346662998,0.2849634428746129,0.715036557125387,0.0,0.0025498920198787,0.4822678427393125,0.1489345094059792,0.2020919522285535,0.0828714906460593,536,1,0.0025498920198787,0.22107065333700204
46,Falaknuma,43.0,10355.0,522.0,414.0,1.0,1.4883720930232558,1.7209302325581397,1.6744186046511629,1.5813953488372092,1.3255813953488371,4.790697674418604,1.2790697674418603,0.3023255813953488,19.837164750957854,1,46.0,30895.0,534.0,492.0,1.0,1.3478260869565215,1.2608695652173914,1.7608695652173914,1.2608695652173914,1.608695652173913,1.3043478260869563,5.434782608695652,8.673913043478262,1.0869565217391304,0.2826086956521739,57.855805243445694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.976744186046512,20540.0,198.35828102366008,12.0,2.2988505747126435,78.0,18.84057971014493,38.01864049248784,191.6536005512183,-0.0212335692618808,-1.6018306636155693,-0.2275025278058644,-15.285326086956516,0.0399393326592516,2.320799059929488,-0.0197168857431749,-6.521739130434784,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,21625.61,22159.5,533.8899999999994,2.4687858515898484,0.8162478833324993,observed_raster_aggregation,1,145,21082,10942,10140,3575,2970,0,1324,14696,6386,7312,5758,1554,13770,0.8113957597173145,0.3468361635518451,0.6531638364481548,0.0,0.0628023906650223,0.4809790342472251,0.1408784745280334,0.2731239920311166,0.0737121715207285,536,1,0.0628023906650223,0.18860424028268552
47,Nawab Saheb Kunta,48.0,14357.0,528.0,511.0,1.0,1.4166666666666667,1.75,1.5416666666666667,1.5416666666666667,1.5625,3.0,1.3333333333333333,0.4166666666666667,27.19128787878788,1,47.0,34217.0,474.0,502.0,1.0,1.1914893617021276,1.3404255319148937,1.7872340425531914,1.1702127659574468,1.4893617021276595,1.4042553191489362,5.914893617021277,8.53191489361702,1.1702127659574468,0.425531914893617,72.18776371308017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.083333333333333,19860.0,138.3297346242251,-54.0,-10.227272727272728,-9.0,-1.761252446183953,44.9964758342923,165.48122337888373,-0.1582446808510638,-10.127659574468083,-0.076241134751773,-5.381727158948688,0.0372340425531914,2.12765957446808,0.0088652482269503,2.127659574468081,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,14369.72,14741.24,371.5200000000005,2.585436598625446,0.8544898731651873,observed_raster_aggregation,1,145,28268,14579,13689,5066,4058,60,32,20565,7703,8229,6363,1866,20039,0.8494423791821561,0.2911065515777558,0.7088934484222442,0.002122541389557,0.0011320220744304,0.4842578180274515,0.1435545493137116,0.22509551436253,0.0660110372152256,536,1,0.0032545634639874,0.15055762081784385
48,Shalibanda,55.0,16294.0,646.0,567.0,1.018181818181818,1.4,1.4727272727272729,1.3454545454545457,1.490909090909091,1.2727272727272727,4.236363636363636,1.490909090909091,0.2909090909090909,25.222910216718265,1,56.0,35645.0,615.0,624.0,1.0178571428571428,2.0,1.3035714285714286,1.5,1.1964285714285714,1.5178571428571428,1.1964285714285714,6.375,7.553571428571429,1.5,0.2857142857142857,57.959349593495936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.818181818181818,19351.0,118.76150730330184,-31.0,-4.798761609907121,57.0,10.052910052910052,32.73643937677767,129.78851011046012,-0.0762987012987013,-5.994897959183675,-0.0964285714285713,-6.887755102040809,0.0272727272727271,1.851851851851841,-0.0051948051948051,-1.7857142857142865,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,22862.48,23454.18,591.7000000000007,2.5880831825768715,0.8553571748921129,observed_raster_aggregation,1,145,37323,19742,17581,6457,5424,137,173,26269,11054,10059,6746,3313,27264,0.8235054390419763,0.269512097098304,0.730487902901696,0.0036706588430726,0.0046352115317632,0.4710500227741607,0.1453259384293867,0.1807464566085255,0.0887656404897784,536,1,0.0083058703748358,0.17649456095802374
49,Ghansi Bazar,9.0,3484.0,104.0,77.0,1.0,1.5555555555555556,1.5555555555555556,1.8888888888888888,1.6666666666666667,1.3333333333333333,2.888888888888889,1.4444444444444444,0.3333333333333333,33.5,1,9.0,4440.0,98.0,100.0,1.1111111111111112,1.8888888888888888,1.4444444444444444,1.6666666666666667,1.2222222222222223,1.5555555555555556,1.3333333333333333,8.666666666666666,8.222222222222221,1.8888888888888888,0.3333333333333333,45.30612244897959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,956.0,27.439724454649827,-6.0,-5.769230769230769,23.0,29.87012987012987,11.806122448979592,35.24215656411819,0.0,0.0,-0.1111111111111111,-7.142857142857145,0.1111111111111111,7.142857142857145,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,28128.29,28807.79,679.5,2.415717414745084,0.7988406813291604,observed_raster_aggregation,1,145,17601,9222,8379,3197,1898,179,5,13830,3771,5886,4996,890,11715,0.8807234286442082,0.3344128174535538,0.6655871825464462,0.0101698767115504,0.000284074768479,0.4760524970172149,0.1078347821146525,0.2838475086642804,0.0505653087892733,536,1,0.0104539514800294,0.11927657135579184
50,Begum Bazar,31.0,6452.0,352.0,278.0,1.064516129032258,1.1935483870967742,1.4838709677419355,1.4516129032258065,1.5161290322580645,1.4838709677419355,1.5161290322580645,1.5483870967741935,0.2258064516129032,18.329545454545453,1,31.0,9070.0,318.0,293.0,1.064516129032258,1.806451612903225,1.2580645161290325,1.5161290322580645,1.1612903225806452,1.5483870967741935,1.3225806451612905,3.129032258064516,7.838709677419355,1.4193548387096775,0.2258064516129032,28.52201257861635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2618.0,40.57656540607564,-34.0,-9.659090909090908,15.0,5.39568345323741,10.192467124070898,55.60676422307744,-0.161290322580645,-10.869565217391294,0.0645161290322582,5.405405405405419,0.032258064516129,2.173913043478259,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,25927.63,26555.67,628.0399999999972,2.4222807869442646,0.8009938865638278,observed_raster_aggregation,1,145,30615,15687,14928,5841,3470,2034,130,23416,7199,10396,8639,1757,20219,0.8626266347393626,0.3395721051772007,0.6604278948227993,0.0664380205781479,0.0042462845010615,0.4876041156295933,0.1133431324514127,0.282181936959007,0.0573901682181937,536,1,0.0706843050792094,0.13737336526063737
51,Goshamahal,52.0,16761.0,631.0,587.0,1.0576923076923077,1.1538461538461535,1.4807692307692308,1.4807692307692308,1.3653846153846154,1.3653846153846154,3.5384615384615383,1.2115384615384617,0.4423076923076923,26.56259904912837,1,49.0,28544.0,661.0,617.0,1.020408163265306,2.959183673469388,1.0612244897959184,1.469387755102041,1.1428571428571428,1.469387755102041,1.2448979591836735,6.938775510204081,6.755102040816326,1.530612244897959,0.4693877551020408,43.183055975794254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,-5.769230769230769,11783.0,70.30010142592924,30.0,4.754358161648177,30.0,5.110732538330494,16.620456926665884,62.57089863806559,-0.1204866562009419,-8.824374820350673,-0.092621664050235,-8.02721088435371,-0.0113814756671899,-0.7686191359660741,0.0270800627943484,6.122448979591833,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,19112.53,19568.89,456.3600000000006,2.3877529557834603,0.7896655217972892,observed_raster_aggregation,1,145,35729,18674,17055,6722,4093,678,40,27327,8402,14082,9955,4127,21647,0.8637944114300165,0.3941336169498167,0.6058663830501834,0.018976181813093,0.0011195387500349,0.4773433345461669,0.1145568025973299,0.278625206414957,0.1155084105348596,536,1,0.0200957205631279,0.13620558856998355
52,Puranapool,36.0,9582.0,354.0,311.0,1.0555555555555556,1.25,1.4444444444444444,1.25,1.6944444444444444,1.4444444444444444,4.805555555555555,1.2777777777777777,0.2777777777777778,27.06779661016949,1,35.0,20054.0,330.0,322.0,1.0,2.628571428571429,1.3428571428571427,1.457142857142857,1.2857142857142858,1.457142857142857,1.3714285714285714,6.085714285714285,7.371428571428571,1.2857142857142858,0.2857142857142857,60.76969696969697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.7777777777777777,10472.0,109.288248799833,-24.0,-6.779661016949152,11.0,3.536977491961415,33.701900359527485,124.50921234891182,-0.0730158730158729,-5.054945054945052,0.0928571428571427,7.428571428571421,0.0126984126984126,0.879120879120876,0.0079365079365079,2.857142857142847,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,13012.33,13346.91,334.5799999999999,2.57125357257309,0.8498417547083248,observed_raster_aggregation,1,145,28660,14772,13888,5735,3191,2748,125,20367,8293,10328,7586,2742,18332,0.7996780399701598,0.3603628750872296,0.6396371249127704,0.0958827634333566,0.0043614794138171,0.4845778087927425,0.1113398464759246,0.2646894626657362,0.0956734124214933,536,1,0.1002442428471737,0.20032196002984015
53,Doodh Bowli,40.0,8931.0,449.0,427.0,1.0,1.35,1.575,1.375,1.625,1.45,5.525,1.1,0.2,19.89086859688196,1,40.0,19472.0,421.0,481.0,1.0,1.2,1.3,1.525,1.2,1.375,1.4,7.5,8.1,1.225,0.2,46.25178147268409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10541.0,118.02709662971672,-28.0,-6.23608017817372,54.0,12.646370023419204,26.36091287580213,132.52771113240573,-0.05,-3.448275862068969,-0.05,-3.703703703703707,-0.05,-3.174603174603177,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,17995.18,18458.49,463.3100000000013,2.574633874181872,0.8509495996636973,observed_raster_aggregation,1,145,31292,16017,15275,6310,3658,3504,3037,22366,8926,9987,8216,1771,21305,0.8093652746616486,0.3191550556052665,0.6808449443947335,0.1119775022369934,0.0970535600153393,0.4881439345519621,0.1168988878946695,0.2625591205419915,0.0565959350632749,536,1,0.2090310622523327,0.19063472533835135
54,Jahanuma,31.0,11483.0,446.0,395.0,1.0,1.2580645161290325,1.6774193548387095,1.2903225806451613,1.4193548387096775,1.3225806451612905,7.0,1.032258064516129,0.1935483870967742,25.746636771300448,1,34.0,29368.0,459.0,469.0,1.0,1.4705882352941178,1.2058823529411764,1.6470588235294117,1.1470588235294117,1.3823529411764706,1.2352941176470589,9.823529411764708,8.352941176470589,1.1176470588235294,0.1764705882352941,63.98257080610022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.67741935483871,17885.0,155.7519811895846,13.0,2.914798206278027,74.0,18.73417721518988,38.23593403479977,148.5084610251737,-0.0872865275142316,-6.599713055954096,-0.052182163187856,-4.147812971342405,-0.0303605313092978,-1.809954751131217,-0.01707779886148,-8.823529411764712,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,21661.09,22220.47,559.380000000001,2.582418520951628,0.8535008124714416,observed_raster_aggregation,1,145,40105,20614,19491,7489,5539,605,459,27638,12467,12795,10220,2575,27310,0.7995718335937048,0.3190375264929559,0.680962473507044,0.01508540082284,0.0114449569879067,0.4859992519635955,0.1381124548061339,0.254831068445331,0.0642064580476249,536,1,0.0265303578107467,0.20042816640629524
55,Ramnaspura,40.0,9823.0,358.0,366.0,1.025,1.375,1.775,1.575,1.7,1.675,2.275,1.55,0.35,27.43854748603352,1,38.0,21846.0,379.0,357.0,1.0263157894736843,1.8421052631578947,1.3421052631578947,1.736842105263158,1.2894736842105263,1.605263157894737,1.394736842105263,3.657894736842105,7.7894736842105265,1.4736842105263157,0.3684210526315789,57.64116094986807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-5.0,12023.0,122.39641657334826,21.0,5.865921787709497,-9.0,-2.459016393442623,30.202613463834552,110.07365998221286,-0.280263157894737,-16.732128829536535,-0.0328947368421053,-2.392344497607659,-0.0381578947368419,-2.149740548554476,0.0184210526315789,5.263157894736843,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,23984.39,24553.3,568.9099999999999,2.372001122396692,0.7844965981210761,observed_raster_aggregation,1,145,38482,19580,18902,6908,5557,497,664,26455,12027,11076,9095,1981,27406,0.8034927866362946,0.2878228782287823,0.7121771217712177,0.0129151291512915,0.0172548204355282,0.4911906865547529,0.1444051764461306,0.2363442648510992,0.051478613377683,536,1,0.0301699495868197,0.19650721336370536
56,Kishanbagh,50.0,16506.0,772.0,569.0,1.0,1.38,1.7,1.5,1.52,1.36,3.0,1.02,0.24,21.38082901554404,1,50.0,37202.0,665.0,633.0,1.0,1.16,1.28,1.8,1.3,1.66,1.22,4.52,8.54,1.1,0.24,55.94285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,20696.0,125.38470859081544,-107.0,-13.860103626943005,64.0,11.247803163444638,34.5620281273131,161.64961658963838,-0.1400000000000001,-10.294117647058831,-0.0999999999999998,-7.246376811594193,0.1,5.882352941176476,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,21380.78,21918.73,537.9500000000007,2.516044784147261,0.8317444268075125,observed_raster_aggregation,1,145,56773,28928,27845,10259,7597,354,134,37607,19166,17300,12295,5005,39473,0.7647429640475029,0.3047223151850351,0.6952776848149649,0.0062353583569654,0.0023602768921846,0.4904620153946418,0.133813608581544,0.2165642118612721,0.088158103323763,536,1,0.00859563524915,0.23525703595249714
57,Suleman Nagar,11.0,4584.0,153.0,162.0,1.0,1.181818181818182,1.818181818181818,1.5454545454545454,1.5454545454545454,1.2727272727272727,5.2727272727272725,1.0,0.0909090909090909,29.96078431372549,1,10.0,10987.0,188.0,165.0,1.0,1.0,1.2,1.6,1.0,1.5,1.0,7.7,8.3,1.0,0.1,58.441489361702125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-9.090909090909092,6403.0,139.68150087260034,35.0,22.875816993464053,3.0,1.851851851851852,28.480705047976635,95.05994485908433,-0.2727272727272727,-21.428571428571427,0.0181818181818178,1.5384615384615103,-0.2181818181818178,-11.999999999999982,0.0090909090909091,10.00000000000002,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,35427.01,36271.88,844.8699999999953,2.384818814796945,0.7887027311474615,observed_raster_aggregation,1,145,53631,27507,26124,9964,7895,1248,415,32308,21323,17242,13362,3880,36389,0.706401959069442,0.3214931662657791,0.6785068337342208,0.0232701236225317,0.0077380619417873,0.4871063377524193,0.147209636217859,0.2491469485931644,0.0723462176726147,537,1,0.031008185564319002,0.29359804093055797
58,Shastripuram,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,57932.8,59334.8,1402.0,2.420045293857711,0.8002605123973217,observed_raster_aggregation,1,145,52306,27228,25078,12237,7042,3946,825,32942,19364,23354,20640,2714,28952,0.727774832096147,0.4464879746109433,0.5535120253890567,0.0754406760218713,0.0157725691125301,0.4794478644897335,0.1346308262914388,0.394601001797117,0.0518869728138263,537,1,0.09121324513440139,0.272225167903853
59,Mailardevpally,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,94893.13,97189.62,2296.4899999999907,2.420080357766669,0.8002720155190879,observed_raster_aggregation,1,145,57040,28734,28306,13104,6871,9727,1402,41610,15430,20135,17609,2526,36905,0.8293966393589667,0.3529978962131837,0.6470021037868162,0.1705294530154277,0.0245792426367461,0.4962482468443198,0.1204593267882187,0.3087131837307152,0.0442847124824684,537,1,0.1951086956521738,0.17060336064103332
60,Rajendra Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,102818.17,105213.12,2394.949999999997,2.3293061916974374,0.7704836994579578,observed_raster_aggregation,1,145,66846,34234,32612,13083,10025,2364,414,40726,26120,23053,16450,6603,43793,0.7167420495943401,0.3448673069443198,0.6551326930556802,0.0353648685037249,0.0061933399156269,0.4878676360590013,0.1499715764593244,0.2460880232175448,0.0987792837267749,537,1,0.0415582084193518,0.28325795040565993
61,Attapur,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,63470.76,64986.56,1515.7999999999956,2.388186308151967,0.7898077177709073,observed_raster_aggregation,1,145,43718,22499,21219,9040,6020,1377,373,29882,13836,14898,12344,2554,28820,0.7926680460501884,0.3407749668328835,0.6592250331671166,0.0314973237568049,0.008531954801226,0.4853607209844915,0.1377007182396267,0.2823550940116199,0.0584198728212635,536,1,0.0400292785580309,0.20733195394981163
